Target_ID,Timestamp_ms,X_Pos,Y_Pos,Device
1,543,713.0,364.0,mouse
1,563,625.0,348.0,mouse
1,579,565.0,336.0,mouse
1,596,541.0,331.0,mouse
1,605,529.0,329.0,mouse
1,613,522.0,327.0,mouse
1,622,518.0,326.0,mouse
1,813,522.0,326.0,mouse
1,822,532.0,325.0,mouse
1,830,587.0,316.0,mouse
1,847,634.0,310.0,mouse
1,855,687.0,302.0,mouse
1,863,747.0,298.0,mouse
1,880,832.0,296.0,mouse
1,897,882.0,296.0,mouse
1,906,899.0,296.0,mouse
1,914,955.0,296.0,mouse
1,922,962.0,296.0,mouse
1,930,977.0,296.0,mouse
1,939,987.0,296.0,mouse
1,955,998.0,296.0,mouse
1,964,1001.0,296.0,mouse
1,972,1003.0,296.0,mouse
1,980,1004.0,296.0,mouse
1,997,1005.0,296.0,mouse
1,1014,1006.0,296.0,mouse
1,1080,1007.0,296.0,mouse
1,1089,1010.0,294.0,mouse
1,1106,1012.0,293.0,mouse
1,1114,1013.0,292.0,mouse
1,1139,1014.0,291.0,mouse
2,1563,999.0,291.0,mouse
2,1572,966.0,291.0,mouse
2,1605,918.0,291.0,mouse
2,1614,867.0,273.0,mouse
2,1622,760.0,221.0,mouse
2,1638,698.0,188.0,mouse
2,1647,686.0,183.0,mouse
2,1655,659.0,173.0,mouse
2,1664,641.0,167.0,mouse
2,1672,628.0,164.0,mouse
2,1680,623.0,164.0,mouse
2,1689,606.0,164.0,mouse
2,1706,603.0,164.0,mouse
2,1714,587.0,164.0,mouse
2,1722,582.0,167.0,mouse
2,1730,577.0,168.0,mouse
2,1739,571.0,170.0,mouse
2,1747,559.0,173.0,mouse
2,1755,552.0,174.0,mouse
2,1772,545.0,176.0,mouse
2,1780,538.0,178.0,mouse
2,1789,520.0,181.0,mouse
2,1796,513.0,183.0,mouse
2,1814,506.0,184.0,mouse
2,1822,502.0,185.0,mouse
2,1830,489.0,188.0,mouse
2,1839,484.0,189.0,mouse
2,1855,476.0,191.0,mouse
2,1872,469.0,192.0,mouse
2,1881,466.0,193.0,mouse
2,1889,465.0,193.0,mouse
2,1905,463.0,193.0,mouse
2,1914,461.0,193.0,mouse
2,1922,460.0,193.0,mouse
2,1955,459.0,193.0,mouse
2,1972,458.0,193.0,mouse
2,1997,457.0,191.0,mouse
2,2005,456.0,190.0,mouse
2,2013,455.0,190.0,mouse
2,2022,453.0,187.0,mouse
2,2047,447.0,183.0,mouse
2,2055,445.0,181.0,mouse
2,2064,443.0,180.0,mouse
2,2072,442.0,179.0,mouse
2,2081,441.0,178.0,mouse
2,2089,439.0,178.0,mouse
3,2414,441.0,178.0,mouse
3,2422,447.0,176.0,mouse
3,2431,461.0,170.0,mouse
3,2447,470.0,165.0,mouse
3,2456,480.0,161.0,mouse
3,2464,488.0,155.0,mouse
3,2481,515.0,140.0,mouse
3,2488,529.0,135.0,mouse
3,2497,544.0,127.0,mouse
3,2505,565.0,118.0,mouse
3,2522,569.0,116.0,mouse
3,2531,575.0,114.0,mouse
3,2539,581.0,111.0,mouse
3,2547,587.0,109.0,mouse
3,2555,591.0,107.0,mouse
3,2564,596.0,106.0,mouse
3,2572,601.0,104.0,mouse
3,2580,608.0,102.0,mouse
3,2597,615.0,100.0,mouse
3,2614,623.0,100.0,mouse
3,2622,629.0,99.0,mouse
3,2638,638.0,98.0,mouse
3,2647,641.0,97.0,mouse
3,2656,646.0,96.0,mouse
3,2664,650.0,95.0,mouse
3,2680,657.0,93.0,mouse
3,2697,659.0,92.0,mouse
3,2705,661.0,91.0,mouse
3,2714,663.0,90.0,mouse
3,2722,667.0,86.0,mouse
3,2731,667.0,85.0,mouse
3,2747,669.0,83.0,mouse
3,2755,674.0,78.0,mouse
3,2772,676.0,78.0,mouse
3,2781,679.0,77.0,mouse
3,2789,681.0,76.0,mouse
3,2797,686.0,76.0,mouse
3,2806,688.0,76.0,mouse
3,2822,691.0,76.0,mouse
3,2830,695.0,76.0,mouse
3,2838,696.0,76.0,mouse
3,2847,698.0,76.0,mouse
3,2864,699.0,75.0,mouse
3,2872,700.0,75.0,mouse
3,2888,701.0,75.0,mouse
3,2897,702.0,75.0,mouse
3,2913,703.0,75.0,mouse
4,3255,701.0,81.0,mouse
4,3264,699.0,87.0,mouse
4,3272,693.0,109.0,mouse
4,3281,689.0,121.0,mouse
4,3297,687.0,133.0,mouse
4,3314,685.0,145.0,mouse
4,3322,682.0,168.0,mouse
4,3331,682.0,180.0,mouse
4,3339,681.0,198.0,mouse
4,3347,681.0,217.0,mouse
4,3364,681.0,232.0,mouse
4,3372,681.0,241.0,mouse
4,3381,681.0,247.0,mouse
4,3389,681.0,250.0,mouse
4,3406,681.0,255.0,mouse
4,3414,682.0,256.0,mouse
4,3422,682.0,259.0,mouse
4,3447,682.0,262.0,mouse
4,3456,682.0,265.0,mouse
4,3464,680.0,269.0,mouse
4,3480,679.0,273.0,mouse
4,3489,678.0,276.0,mouse
4,3497,677.0,284.0,mouse
4,3506,677.0,288.0,mouse
4,3522,675.0,300.0,mouse
4,3531,675.0,307.0,mouse
4,3539,675.0,315.0,mouse
4,3547,674.0,318.0,mouse
4,3556,673.0,331.0,mouse
4,3572,673.0,337.0,mouse
4,3581,673.0,342.0,mouse
4,3589,672.0,346.0,mouse
4,3597,671.0,351.0,mouse
4,3614,671.0,352.0,mouse
4,3622,671.0,354.0,mouse
4,3631,671.0,355.0,mouse
4,3639,670.0,356.0,mouse
4,3664,670.0,357.0,mouse
4,3681,670.0,358.0,mouse
4,3705,670.0,359.0,mouse
4,3714,669.0,361.0,mouse
4,3722,668.0,363.0,mouse
4,3731,668.0,364.0,mouse
4,3747,668.0,365.0,mouse
4,3755,667.0,368.0,mouse
4,3764,667.0,369.0,mouse
4,3772,667.0,371.0,mouse
4,3796,666.0,372.0,mouse
4,3805,666.0,375.0,mouse
4,3822,666.0,376.0,mouse
4,3838,665.0,376.0,mouse
5,4231,665.0,366.0,mouse
5,4247,665.0,337.0,mouse
5,4256,666.0,328.0,mouse
5,4281,667.0,321.0,mouse
5,4289,669.0,303.0,mouse
5,4297,672.0,292.0,mouse
5,4306,674.0,281.0,mouse
5,4314,676.0,271.0,mouse
5,4331,678.0,260.0,mouse
5,4347,681.0,250.0,mouse
5,4364,682.0,241.0,mouse
5,4372,683.0,237.0,mouse
5,4381,683.0,235.0,mouse
5,4389,683.0,229.0,mouse
5,4396,683.0,227.0,mouse
5,4406,683.0,223.0,mouse
5,4414,683.0,220.0,mouse
5,4422,683.0,218.0,mouse
5,4431,683.0,217.0,mouse
5,4439,683.0,215.0,mouse
5,4447,683.0,214.0,mouse
5,4464,683.0,213.0,mouse
5,4563,682.0,213.0,mouse
