Target_ID,Timestamp_ms,X_Pos,Y_Pos,Device
1,601,1032.0,383.0,mouse
1,612,958.0,391.0,mouse
1,621,911.0,391.0,mouse
1,634,854.0,391.0,mouse
1,642,720.0,360.0,mouse
1,650,650.0,342.0,mouse
1,667,588.0,323.0,mouse
1,675,561.0,316.0,mouse
1,684,510.0,300.0,mouse
1,692,456.0,286.0,mouse
1,709,432.0,279.0,mouse
1,717,425.0,276.0,mouse
1,725,405.0,270.0,mouse
1,733,401.0,268.0,mouse
1,742,399.0,267.0,mouse
1,750,398.0,265.0,mouse
1,759,398.0,262.0,mouse
1,775,402.0,261.0,mouse
1,783,408.0,259.0,mouse
1,792,414.0,257.0,mouse
1,801,429.0,256.0,mouse
1,817,445.0,256.0,mouse
1,825,453.0,256.0,mouse
1,851,461.0,256.0,mouse
1,859,465.0,258.0,mouse
1,867,468.0,260.0,mouse
1,876,470.0,263.0,mouse
1,892,472.0,277.0,mouse
1,901,471.0,282.0,mouse
1,909,465.0,289.0,mouse
1,926,450.0,302.0,mouse
1,934,444.0,306.0,mouse
1,943,440.0,308.0,mouse
1,951,434.0,310.0,mouse
1,959,428.0,313.0,mouse
1,967,423.0,313.0,mouse
1,976,420.0,314.0,mouse
1,984,416.0,314.0,mouse
1,993,413.0,314.0,mouse
1,1009,406.0,311.0,mouse
1,1026,401.0,305.0,mouse
1,1043,392.0,301.0,mouse
1,1059,390.0,299.0,mouse
1,1076,389.0,299.0,mouse
1,1084,388.0,299.0,mouse
1,1100,388.0,302.0,mouse
1,1109,392.0,307.0,mouse
1,1125,410.0,323.0,mouse
1,1134,423.0,331.0,mouse
1,1143,439.0,340.0,mouse
1,1159,455.0,349.0,mouse
1,1176,483.0,357.0,mouse
1,1184,515.0,363.0,mouse
1,1192,534.0,365.0,mouse
1,1201,544.0,365.0,mouse
1,1209,561.0,365.0,mouse
1,1217,577.0,365.0,mouse
1,1226,583.0,362.0,mouse
1,1234,593.0,359.0,mouse
1,1243,600.0,356.0,mouse
1,1251,605.0,353.0,mouse
1,1259,609.0,351.0,mouse
1,1268,611.0,350.0,mouse
1,1276,612.0,349.0,mouse
1,1284,613.0,348.0,mouse
1,1301,613.0,347.0,mouse
1,1317,607.0,346.0,mouse
1,1326,596.0,344.0,mouse
1,1333,571.0,341.0,mouse
1,1351,561.0,340.0,mouse
1,1359,545.0,338.0,mouse
1,1368,515.0,338.0,mouse
1,1376,499.0,338.0,mouse
1,1392,470.0,338.0,mouse
1,1409,431.0,338.0,mouse
1,1418,416.0,340.0,mouse
1,1426,377.0,341.0,mouse
1,1443,331.0,341.0,mouse
1,1451,307.0,338.0,mouse
1,1459,280.0,334.0,mouse
1,1467,270.0,331.0,mouse
1,1492,231.0,321.0,mouse
1,1501,215.0,317.0,mouse
1,1518,206.0,314.0,mouse
1,1534,199.0,311.0,mouse
1,1543,197.0,311.0,mouse
1,1551,196.0,311.0,mouse
1,1809,207.0,312.0,mouse
1,1826,220.0,314.0,mouse
1,1834,249.0,320.0,mouse
1,1843,278.0,323.0,mouse
1,1851,334.0,326.0,mouse
1,1858,369.0,328.0,mouse
1,1876,384.0,328.0,mouse
1,1884,413.0,328.0,mouse
1,1892,442.0,328.0,mouse
1,1900,455.0,328.0,mouse
1,1909,464.0,328.0,mouse
1,1917,470.0,328.0,mouse
1,1934,476.0,328.0,mouse
1,1942,477.0,328.0,mouse
1,1951,478.0,328.0,mouse
1,1975,479.0,328.0,mouse
1,1984,481.0,328.0,mouse
1,2009,484.0,328.0,mouse
1,2018,485.0,328.0,mouse
1,2026,487.0,328.0,mouse
1,2034,488.0,328.0,mouse
1,2051,491.0,329.0,mouse
1,2059,493.0,330.0,mouse
1,2067,497.0,330.0,mouse
1,2076,499.0,330.0,mouse
1,2101,502.0,330.0,mouse
1,2109,503.0,330.0,mouse
1,2117,506.0,330.0,mouse
1,2133,509.0,330.0,mouse
1,2142,513.0,331.0,mouse
1,2151,517.0,331.0,mouse
1,2159,530.0,331.0,mouse
1,2176,539.0,331.0,mouse
1,2184,546.0,331.0,mouse
1,2193,561.0,331.0,mouse
1,2217,564.0,331.0,mouse
1,2226,567.0,331.0,mouse
1,2234,569.0,331.0,mouse
1,2251,570.0,331.0,mouse
1,2267,571.0,331.0,mouse
1,2633,569.0,331.0,mouse
1,2642,560.0,331.0,mouse
1,2651,550.0,331.0,mouse
1,2659,518.0,329.0,mouse
1,2668,434.0,321.0,mouse
1,2693,377.0,319.0,mouse
1,2701,324.0,319.0,mouse
1,2709,270.0,319.0,mouse
1,2717,200.0,319.0,mouse
