Target_ID,Timestamp_ms,X_Pos,Y_Pos,Device
1,550,1464.0,636.0,mouse
1,566,1366.0,673.0,mouse
1,581,1285.0,697.0,mouse
1,596,1204.0,721.0,mouse
1,613,1141.0,739.0,mouse
1,629,1101.0,751.0,mouse
1,646,1065.0,764.0,mouse
1,663,1045.0,771.0,mouse
1,680,1012.0,785.0,mouse
1,696,1000.0,791.0,mouse
1,713,996.0,792.0,mouse
1,729,995.0,793.0,mouse
1,1263,998.0,790.0,mouse
1,1280,1040.0,786.0,mouse
1,1296,1087.0,782.0,mouse
1,1313,1133.0,780.0,mouse
1,1329,1198.0,780.0,mouse
1,1346,1248.0,780.0,mouse
1,1363,1284.0,780.0,mouse
1,1379,1301.0,783.0,mouse
1,1396,1302.0,784.0,mouse
1,1430,1302.0,785.0,mouse
1,1446,1301.0,786.0,mouse
1,1480,1300.0,787.0,mouse
1,1646,1299.0,787.0,mouse
1,1663,1292.0,787.0,mouse
1,1680,1271.0,787.0,mouse
1,1696,1256.0,787.0,mouse
1,1713,1247.0,787.0,mouse
1,1730,1243.0,787.0,mouse
1,1746,1242.0,787.0,mouse
2,2013,1242.0,782.0,mouse
2,2029,1242.0,778.0,mouse
2,2046,1246.0,770.0,mouse
2,2063,1254.0,759.0,mouse
2,2080,1275.0,745.0,mouse
2,2096,1297.0,745.0,mouse
2,2113,1329.0,747.0,mouse
2,2129,1369.0,751.0,mouse
2,2146,1405.0,752.0,mouse
2,2163,1445.0,752.0,mouse
2,2180,1462.0,752.0,mouse
2,2229,1462.0,751.0,mouse
2,2246,1463.0,750.0,mouse
2,2263,1463.0,746.0,mouse
2,2279,1463.0,742.0,mouse
2,2296,1463.0,740.0,mouse
2,2313,1463.0,737.0,mouse
2,2329,1463.0,733.0,mouse
2,2346,1463.0,732.0,mouse
2,2429,1463.0,731.0,mouse
2,2446,1468.0,728.0,mouse
2,2463,1469.0,728.0,mouse
2,2479,1469.0,727.0,mouse
2,2596,1470.0,726.0,mouse
2,2613,1471.0,726.0,mouse
3,2630,1472.0,725.0,mouse
3,2646,1473.0,725.0,mouse
3,2663,1475.0,725.0,mouse
3,2679,1475.0,724.0,mouse
3,2746,1474.0,724.0,mouse
3,2763,1463.0,724.0,mouse
3,2779,1446.0,722.0,mouse
3,2796,1422.0,721.0,mouse
3,2813,1385.0,719.0,mouse
3,2829,1348.0,719.0,mouse
