Target_ID,Timestamp_ms,X_Pos,Y_Pos,Device
1,2699,575.393798828125,324.037658691406,controller
1,2707,574.019653320312,324.098083496094,controller
1,2715,572.6455078125,324.158508300781,controller
1,2722,571.148193359375,324.225280761719,controller
1,2731,569.65087890625,324.292053222656,controller
1,2739,568.115417480469,324.356170654297,controller
1,2749,566.587707519531,324.416473388672,controller
1,2757,565.059997558594,324.476776123047,controller
1,2765,563.515747070312,324.558959960938,controller
1,2774,561.971496582031,324.641143798828,controller
1,2788,559.294921875,324.690582275391,controller
1,2789,557.912902832031,324.616668701172,controller
1,2798,556.379089355469,324.409423828125,controller
1,2806,554.845275878906,324.202178955078,controller
1,2814,553.241394042969,323.848541259766,controller
1,2823,550.194885253906,323.376525878906,controller
1,2832,547.148376464844,322.904510498047,controller
1,2840,541.474243164062,322.347503662109,controller
1,2847,534.839904785156,321.691802978516,controller
1,2857,528.20556640625,321.036102294922,controller
1,2864,521.667663574219,319.732116699219,controller
1,2873,515.129760742188,318.428131103516,controller
1,2881,508.716796875,316.606536865234,controller
1,2889,502.303833007812,314.784942626953,controller
1,2898,495.893005371094,312.955780029297,controller
1,2906,489.485565185547,311.114807128906,controller
1,2914,483.078125,309.273834228516,controller
1,2924,476.674896240234,307.418273925781,controller
1,2931,470.482147216797,305.499877929688,controller
1,2940,464.289398193359,303.581481933594,controller
1,2948,459.789154052734,301.792877197266,controller
1,2957,455.288909912109,300.004272460938,controller
1,2965,451.497039794922,298.276245117188,controller
1,2974,448.542327880859,296.652404785156,controller
1,2981,446.139038085938,295.126556396484,controller
1,2990,443.735748291016,293.600708007812,controller
1,2998,442.407379150391,292.317413330078,controller
1,3007,441.580841064453,291.369689941406,controller
1,3015,440.754302978516,290.421966552734,controller
1,4515,439.748382568359,291.328155517578,controller
1,4523,436.641418457031,293.147155761719,controller
1,4531,433.534454345703,294.966156005859,controller
1,4540,428.286376953125,297.120635986328,controller
1,4547,423.038299560547,299.275115966797,controller
1,4557,416.724517822266,301.415374755859,controller
1,4564,410.405151367188,303.539093017578,controller
1,4573,404.085784912109,305.662811279297,controller
1,4581,397.749969482422,307.736877441406,controller
1,4590,391.414154052734,309.810943603516,controller
1,4598,385.021392822266,311.702239990234,controller
1,4607,378.628631591797,313.593536376953,controller
1,4614,372.233978271484,315.478454589844,controller
1,4623,365.839324951172,317.363372802734,controller
1,4631,359.440032958984,319.232452392578,controller
1,4639,353.044525146484,321.114501953125,controller
1,4648,346.649017333984,322.996551513672,controller
1,4657,340.250061035156,324.866790771484,controller
1,4665,333.851104736328,326.737030029297,controller
1,4673,327.432434082031,328.538452148438,controller
1,4681,320.994384765625,330.269317626953,controller
1,4690,314.556335449219,332.000183105469,controller
1,4698,308.113677978516,333.713836669922,controller
1,4706,301.671020507812,335.427490234375,controller
1,4715,295.228363037109,337.141143798828,controller
1,4723,288.787445068359,338.861389160156,controller
1,4731,282.346527099609,340.581634521484,controller
1,4740,275.920135498047,342.355346679688,controller
1,4748,269.493743896484,344.129058837891,controller
1,4756,263.121124267578,346.087158203125,controller
1,4764,256.878753662109,348.427520751953,controller
1,4772,250.636383056641,350.767883300781,controller
1,4782,244.394012451172,353.108245849609,controller
1,4789,238.381607055664,355.988403320312,controller
1,4798,232.529891967773,359.182434082031,controller
1,4807,226.712432861328,362.438446044922,controller
1,4814,224.884765625,363.990783691406,controller
1,4822,223.057098388672,365.543121337891,controller
1,5122,221.498413085938,364.365936279297,controller
1,5131,219.939727783203,363.188751220703,controller
1,5140,214.575805664062,359.229858398438,controller
1,5148,209.244277954102,355.227447509766,controller
1,5156,203.912750244141,351.225036621094,controller
1,5164,198.645294189453,347.138671875,controller
1,5172,193.377838134766,343.052307128906,controller
1,5181,188.171813964844,338.887969970703,controller
1,5189,183.105346679688,334.554901123047,controller
1,5197,178.038879394531,330.221832275391,controller
1,5206,173.076751708984,325.769683837891,controller
1,5214,168.352416992188,321.065948486328,controller
1,5223,163.628082275391,316.362213134766,controller
1,5231,159.044097900391,311.521606445312,controller
1,5240,154.536666870117,306.609619140625,controller
1,5248,150.029235839844,301.697631835938,controller
1,5256,145.732376098633,296.600433349609,controller
1,5265,141.618438720703,291.3544921875,controller
1,5272,137.504501342773,286.108551025391,controller
1,5281,133.390563964844,280.862609863281,controller
1,5289,129.933609008789,275.537536621094,controller
1,5298,128.09928894043,272.661224365234,controller
1,5581,128.134689331055,272.032196044922,controller
1,5589,128.17008972168,271.403167724609,controller
1,5598,128.212188720703,270.773071289062,controller
1,5607,128.240158081055,270.401885986328,controller
1,5673,127.995704650879,271.959136962891,controller
1,5682,127.751251220703,273.516387939453,controller
1,5690,127.015449523926,279.363464355469,controller
1,5698,125.879249572754,285.932586669922,controller
1,5706,124.743049621582,292.501708984375,controller
1,5714,123.550720214844,299.060882568359,controller
1,5723,122.358390808105,305.620056152344,controller
1,5731,121.118682861328,312.170440673828,controller
1,5739,119.849098205566,318.715118408203,controller
1,5748,118.579513549805,325.259796142578,controller
1,5756,117.278335571289,331.798248291016,controller
1,5765,115.977157592773,338.336700439453,controller
