Target_ID,Timestamp_ms,X_Pos,Y_Pos
3,1874,130.0,278.0
3,1883,130.0,278.0
3,1891,130.0,278.0
3,1899,130.0,278.0
3,1907,130.0,278.0
3,1915,130.0,278.0
3,1924,130.0,278.0
3,1933,130.0,278.0
3,1941,130.0,278.0
3,1949,130.0,278.0
3,1958,130.0,278.0
3,1965,130.0,278.0
3,1974,130.0,278.0
3,1982,130.0,278.0
3,1990,130.0,278.0
3,2000,130.0,278.0
3,2007,130.0,278.0
3,2015,130.0,278.0
3,2025,130.0,278.0
3,2033,130.0,278.0
3,2040,130.0,278.0
3,2049,140.0,278.0
3,2057,140.0,278.0
3,2065,159.0,278.0
3,2073,159.0,278.0
3,2083,216.0,269.0
3,2091,216.0,269.0
3,2099,290.0,257.0
3,2107,290.0,257.0
3,2116,355.0,249.0
3,2124,399.0,244.0
3,2133,399.0,244.0
3,2141,479.0,239.0
3,2150,479.0,239.0
3,2157,527.0,234.0
3,2167,553.0,233.0
3,2174,575.0,231.0
3,2182,575.0,231.0
3,2191,592.0,231.0
3,2200,610.0,231.0
3,2208,610.0,231.0
3,2216,619.0,231.0
3,2225,619.0,231.0
3,2233,625.0,231.0
3,2241,633.0,231.0
3,2250,635.0,231.0
3,2257,637.0,231.0
3,2266,639.0,232.0
3,2275,639.0,232.0
3,2282,639.0,232.0
3,2292,640.0,232.0
3,2299,641.0,233.0
3,2308,642.0,233.0
3,2315,642.0,233.0
3,2325,642.0,233.0
3,2332,642.0,233.0
3,2341,643.0,233.0
3,2350,644.0,228.0
3,2358,644.0,228.0
3,2365,644.0,228.0
3,2374,648.0,219.0
3,2382,650.0,214.0
3,2391,655.0,210.0
3,2400,659.0,206.0
3,2408,664.0,202.0
3,2416,675.0,195.0
3,2425,678.0,195.0
3,2433,683.0,193.0
3,2441,683.0,193.0
3,2450,692.0,191.0
3,2458,696.0,190.0
3,2466,699.0,190.0
3,2475,701.0,189.0
3,2483,701.0,189.0
3,2490,703.0,189.0
3,2500,704.0,189.0
3,2507,705.0,189.0
3,2516,705.0,189.0
3,2525,706.0,189.0
3,2532,706.0,189.0
3,2541,706.0,189.0
3,2550,706.0,189.0
3,2558,706.0,189.0
3,2565,706.0,189.0
4,2575,706.0,189.0
4,2582,706.0,189.0
4,2591,706.0,189.0
4,2599,706.0,189.0
4,2608,706.0,189.0
4,2616,706.0,189.0
4,2624,706.0,189.0
4,2632,706.0,189.0
4,2641,706.0,189.0
4,2649,706.0,189.0
4,2657,706.0,189.0
4,2665,706.0,189.0
4,2675,706.0,189.0
4,2683,706.0,189.0
4,2691,706.0,189.0
4,2700,706.0,189.0
4,2708,706.0,189.0
4,2715,706.0,189.0
4,2724,706.0,189.0
4,2733,706.0,189.0
4,2741,706.0,189.0
4,2749,706.0,189.0
4,2758,706.0,189.0
4,2766,706.0,189.0
4,2775,706.0,189.0
4,2782,706.0,189.0
4,2791,706.0,189.0
4,2799,706.0,189.0
4,2808,706.0,189.0
4,2816,706.0,189.0
4,2825,704.0,189.0
4,2832,699.0,189.0
4,2841,695.0,190.0
4,2850,688.0,194.0
4,2858,684.0,195.0
4,2866,677.0,199.0
4,2874,672.0,201.0
4,2883,669.0,203.0
4,2891,664.0,204.0
4,2899,660.0,205.0
4,2908,652.0,208.0
4,2917,644.0,211.0
4,2925,636.0,213.0
4,2933,628.0,214.0
4,2941,620.0,216.0
4,2950,611.0,218.0
4,2958,611.0,218.0
4,2967,581.0,223.0
4,2975,581.0,223.0
4,2983,567.0,225.0
4,2991,555.0,228.0
4,3000,530.0,233.0
4,3008,518.0,235.0
4,3017,518.0,235.0
4,3025,518.0,235.0
4,3033,505.0,240.0
4,3041,505.0,240.0
4,3049,491.0,247.0
4,3058,486.0,249.0
4,3066,486.0,249.0
4,3074,479.0,255.0
4,3083,474.0,258.0
4,3091,474.0,258.0
4,3099,472.0,259.0
4,3107,472.0,259.0
4,3117,468.0,261.0
4,3125,467.0,262.0
4,3133,467.0,262.0
4,3141,467.0,262.0
4,3150,466.0,262.0
4,3158,466.0,262.0
4,3166,466.0,262.0
4,3174,466.0,262.0
5,3183,466.0,262.0
5,3191,466.0,262.0
5,3200,466.0,262.0
5,3207,466.0,262.0
5,3216,466.0,262.0
5,3224,466.0,262.0
5,3232,466.0,262.0
5,3241,466.0,262.0
5,3250,466.0,262.0
5,3258,466.0,262.0
5,3266,466.0,262.0
5,3274,466.0,262.0
5,3283,466.0,262.0
5,3291,466.0,262.0
5,3299,466.0,262.0
5,3308,466.0,262.0
5,3315,466.0,262.0
5,3325,466.0,262.0
5,3332,466.0,262.0
5,3340,466.0,262.0
5,3350,466.0,262.0
5,3358,466.0,262.0
5,3365,466.0,262.0
5,3374,466.0,262.0
5,3383,466.0,262.0
5,3391,466.0,262.0
5,3399,466.0,262.0
5,3407,466.0,262.0
5,3416,466.0,262.0
5,3424,466.0,262.0
5,3433,466.0,262.0
5,3441,466.0,262.0
5,3450,466.0,262.0
5,3458,466.0,262.0
5,3467,466.0,262.0
5,3475,466.0,262.0
5,3483,466.0,262.0
5,3491,466.0,262.0
5,3500,466.0,262.0
5,3508,466.0,262.0
5,3516,466.0,262.0
5,3525,466.0,262.0
5,3533,466.0,262.0
5,3542,472.0,263.0
5,3550,481.0,267.0
5,3558,492.0,272.0
5,3566,492.0,272.0
5,3575,518.0,286.0
5,3583,564.0,309.0
5,3591,601.0,326.0
5,3599,601.0,326.0
5,3608,729.0,386.0
5,3617,749.0,395.0
5,3625,789.0,413.0
5,3633,789.0,413.0
5,3641,789.0,413.0
5,3650,832.0,435.0
5,3658,861.0,450.0
5,3666,875.0,457.0
5,3675,875.0,457.0
5,3683,875.0,457.0
5,3692,890.0,465.0
5,3700,895.0,468.0
5,3708,901.0,471.0
5,3716,903.0,473.0
5,3725,905.0,474.0
5,3733,906.0,475.0
5,3741,907.0,476.0
5,3749,909.0,477.0
5,3758,909.0,478.0
5,3766,909.0,478.0
5,3775,912.0,482.0
5,3783,912.0,482.0
5,3791,913.0,484.0
5,3799,913.0,484.0
5,3808,914.0,484.0
5,3816,914.0,485.0
5,3824,915.0,485.0
5,3833,915.0,486.0
5,3840,915.0,486.0
5,3849,915.0,487.0
5,3858,915.0,487.0
5,3866,916.0,487.0
5,3874,916.0,487.0
5,3883,916.0,487.0
5,3892,917.0,487.0
5,3900,918.0,487.0
5,3908,919.0,487.0
5,3917,920.0,487.0
5,3925,920.0,487.0
5,3933,923.0,488.0
5,3941,923.0,488.0
5,3951,923.0,488.0
