Target_ID,Timestamp_ms,X_Pos,Y_Pos,Device
1,2271,576.065307617188,324.968383789062,controller
1,2280,576.130615234375,325.936767578125,controller
1,2288,576.233459472656,328.23388671875,controller
1,2297,576.336303710938,330.531005859375,controller
1,2305,576.474853515625,336.476867675781,controller
1,2314,576.562316894531,343.423522949219,controller
1,2322,576.646240234375,350.089660644531,controller
1,2331,576.332763671875,356.748962402344,controller
1,2339,576.019287109375,363.408264160156,controller
1,2347,575.086853027344,370.009399414062,controller
1,2355,574.154418945312,376.610534667969,controller
1,2364,573.210144042969,383.209991455078,controller
1,2372,572.265869140625,389.809448242188,controller
1,2381,571.33935546875,396.411407470703,controller
1,2389,570.406921386719,403.012542724609,controller
1,2396,569.474487304688,409.613677978516,controller
1,2405,568.530212402344,416.213134765625,controller
1,2414,567.5859375,422.812591552734,controller
1,2422,566.635559082031,429.411163330078,controller
1,2430,565.685180664062,436.009735107422,controller
1,2439,564.734802246094,442.608306884766,controller
1,2447,563.79052734375,449.207763671875,controller
1,2456,562.846252441406,455.807220458984,controller
1,2463,561.919189453125,462.409118652344,controller
1,2471,561.010681152344,469.013580322266,controller
1,2481,560.102172851562,475.618041992188,controller
1,2488,559.313781738281,482.237915039062,controller
1,2497,558.525390625,488.857788085938,controller
1,2506,557.88232421875,495.493377685547,controller
1,2514,557.299926757812,502.134552001953,controller
1,2522,556.717529296875,508.775726318359,controller
1,2531,556.385620117188,515.434143066406,controller
1,2539,556.0537109375,522.092529296875,controller
1,2547,556.17626953125,528.754150390625,controller
1,2555,556.298828125,535.415771484375,controller
1,2564,556.511657714844,542.067504882812,controller
1,2571,556.847229003906,548.725708007812,controller
1,2580,557.182800292969,555.383911132812,controller
1,2589,557.787292480469,562.023132324219,controller
1,2597,558.391784667969,568.662353515625,controller
1,2605,558.996276855469,575.301574707031,controller
1,2613,560.0732421875,581.880676269531,controller
1,2621,561.150207519531,588.459777832031,controller
1,2630,562.246398925781,595.035705566406,controller
1,2638,563.342590332031,601.611633300781,controller
1,2647,564.457580566406,608.184387207031,controller
1,2656,565.559387207031,614.759399414062,controller
1,2663,566.661193847656,621.334411621094,controller
1,2671,567.769897460938,627.908264160156,controller
1,2680,568.878601074219,634.482116699219,controller
1,2689,569.77099609375,640.287658691406,controller
1,2696,569.213439941406,643.643249511719,controller
1,2705,568.655883789062,646.998840332031,controller
1,2714,568.042358398438,648.0,controller
1,2722,567.428833007812,648.0,controller
1,2989,567.33642578125,648.0,controller
1,2997,567.244018554688,648.0,controller
1,3006,566.989501953125,648.0,controller
1,3013,566.513366699219,648.0,controller
1,3022,566.037231445312,648.0,controller
1,3030,565.229675292969,648.0,controller
1,3039,564.422119140625,648.0,controller
1,3047,563.088317871094,648.0,controller
1,3055,561.009338378906,648.0,controller
1,3064,558.930358886719,648.0,controller
1,3072,556.433471679688,648.0,controller
1,3080,553.936584472656,648.0,controller
1,3089,551.314880371094,648.0,controller
1,3097,548.693176269531,648.0,controller
1,3106,545.9609375,648.0,controller
1,3113,543.234680175781,648.0,controller
1,3123,540.409729003906,648.0,controller
1,3131,537.673095703125,648.0,controller
1,3138,534.9541015625,648.0,controller
1,3148,532.235107421875,648.0,controller
1,3155,529.494201660156,648.0,controller
